frame,time_sec,normal_count_conf035,lowconf_hint_count_conf010,expected_count,raw_image,start_label,normal_review_overlay,lowconf_hint_overlay,action
6000,240.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006000_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006000_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006000_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006000_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6075,243.0,22,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006075_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006075_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006075_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006075_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6150,246.0,22,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006150_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006150_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006150_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006150_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6225,249.0,22,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006225_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006225_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006225_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006225_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6300,252.0,22,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006300_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006300_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006300_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006300_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6375,255.0,21,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006375_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006375_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006375_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006375_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6450,258.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006450_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006450_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006450_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006450_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6525,261.0,20,26,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006525_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006525_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006525_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006525_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6675,267.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006675_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006675_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006675_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006675_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6825,273.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006825_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006825_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006825_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006825_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
6975,279.0,21,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f006975_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f006975_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f006975_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f006975_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7050,282.0,21,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007050_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007050_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007050_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007050_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7125,285.0,20,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007125_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007125_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007125_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007125_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7200,288.0,20,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007200_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007200_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007200_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007200_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7275,291.0,21,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007275_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007275_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007275_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007275_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7350,294.0,20,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007350_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007350_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007350_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007350_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7425,297.0,21,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007425_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007425_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007425_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007425_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7500,300.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007500_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007500_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007500_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007500_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7575,303.0,20,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007575_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007575_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007575_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007575_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7650,306.0,20,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007650_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007650_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007650_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007650_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7725,309.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007725_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007725_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007725_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007725_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7800,312.0,20,20,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007800_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007800_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007800_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007800_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7875,315.0,20,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007875_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007875_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007875_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007875_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
7950,318.0,20,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f007950_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f007950_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f007950_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f007950_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8025,321.0,22,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008025_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008025_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008025_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008025_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8100,324.0,20,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008100_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008100_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008100_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008100_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8175,327.0,20,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008175_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008175_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008175_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008175_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8250,330.0,19,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008250_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008250_c19_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008250_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008250_c19_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8325,333.0,20,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008325_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008325_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008325_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008325_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8400,336.0,20,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008400_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008400_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008400_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008400_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8475,339.0,18,19,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008475_c18_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008475_c18_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008475_c18_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008475_c18_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8550,342.0,19,19,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008550_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008550_c19_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008550_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008550_c19_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8625,345.0,18,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008625_c18_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008625_c18_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008625_c18_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008625_c18_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8700,348.0,18,20,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008700_c18_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008700_c18_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008700_c18_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008700_c18_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8775,351.0,18,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008775_c18_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008775_c18_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008775_c18_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008775_c18_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
8850,354.0,20,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f008850_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f008850_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f008850_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f008850_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
