image,label,review_image,status,person_count,min_conf,max_conf
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01506000ms__f037650.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01506000ms__f037650.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01506000ms__f037650.jpg,ok,5,0.7647165060043335,0.841342568397522
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01506320ms__f037658.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01506320ms__f037658.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01506320ms__f037658.jpg,ok,6,0.4861189126968384,0.8400622606277466
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01507840ms__f037696.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01507840ms__f037696.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01507840ms__f037696.jpg,ok,6,0.37845057249069214,0.863696277141571
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01509000ms__f037725.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01509000ms__f037725.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01509000ms__f037725.jpg,ok,6,0.4214169681072235,0.8285586833953857
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01509360ms__f037734.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01509360ms__f037734.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01509360ms__f037734.jpg,ok,6,0.4657534062862396,0.8224626183509827
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01510880ms__f037772.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01510880ms__f037772.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01510880ms__f037772.jpg,ok,5,0.5654423832893372,0.8401297926902771
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01512000ms__f037800.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01512000ms__f037800.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01512000ms__f037800.jpg,ok,5,0.5669112801551819,0.8387728929519653
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01512400ms__f037810.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01512400ms__f037810.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01512400ms__f037810.jpg,ok,5,0.598751962184906,0.832487940788269
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01513920ms__f037848.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01513920ms__f037848.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01513920ms__f037848.jpg,ok,5,0.6495360732078552,0.8086311221122742
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01515000ms__f037875.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01515000ms__f037875.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01515000ms__f037875.jpg,ok,5,0.6287251114845276,0.7997512221336365
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01515440ms__f037886.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01515440ms__f037886.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01515440ms__f037886.jpg,ok,5,0.5285267233848572,0.8403692841529846
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01518000ms__f037950.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01518000ms__f037950.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01518000ms__f037950.jpg,ok,4,0.6456152200698853,0.8328183889389038
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01520000ms__f038000.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01520000ms__f038000.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01520000ms__f038000.jpg,ok,5,0.36774933338165283,0.8748126029968262
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01524560ms__f038114.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01524560ms__f038114.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01524560ms__f038114.jpg,ok,5,0.589771032333374,0.8349016308784485
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01530000ms__f038250.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01530000ms__f038250.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01530000ms__f038250.jpg,ok,5,0.4421245753765106,0.8207433223724365
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01541280ms__f038532.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01541280ms__f038532.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01541280ms__f038532.jpg,ok,5,0.3570403754711151,0.8048000335693359
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01554000ms__f038850.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01554000ms__f038850.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01554000ms__f038850.jpg,ok,7,0.3610309660434723,0.7813239693641663
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01652240ms__f041306.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01652240ms__f041306.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01652240ms__f041306.jpg,ok,5,0.4658730924129486,0.8372278809547424
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01682640ms__f042066.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01682640ms__f042066.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01682640ms__f042066.jpg,ok,5,0.45571616291999817,0.8482454419136047
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01686000ms__f042150.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01686000ms__f042150.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01686000ms__f042150.jpg,ok,5,0.6040133833885193,0.8679845333099365
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01691760ms__f042294.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01691760ms__f042294.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01691760ms__f042294.jpg,ok,6,0.619285523891449,0.8631973266601562
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01692000ms__f042300.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01692000ms__f042300.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01692000ms__f042300.jpg,ok,6,0.6500096321105957,0.8560720682144165
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01693280ms__f042332.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01693280ms__f042332.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01693280ms__f042332.jpg,ok,6,0.36787042021751404,0.870547890663147
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01694800ms__f042370.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01694800ms__f042370.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01694800ms__f042370.jpg,ok,6,0.37224021553993225,0.841704249382019
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01695000ms__f042375.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01695000ms__f042375.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01695000ms__f042375.jpg,ok,6,0.3592686355113983,0.843206524848938
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01696320ms__f042408.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01696320ms__f042408.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01696320ms__f042408.jpg,ok,6,0.5571234822273254,0.8425726890563965
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01697840ms__f042446.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01697840ms__f042446.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01697840ms__f042446.jpg,ok,7,0.354983925819397,0.8610931038856506
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01698000ms__f042450.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01698000ms__f042450.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01698000ms__f042450.jpg,ok,5,0.7771493792533875,0.8645776510238647
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01699360ms__f042484.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01699360ms__f042484.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01699360ms__f042484.jpg,ok,5,0.6059622168540955,0.8683443069458008
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01700880ms__f042522.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01700880ms__f042522.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01700880ms__f042522.jpg,ok,6,0.579556405544281,0.8812952637672424
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01701000ms__f042525.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01701000ms__f042525.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01701000ms__f042525.jpg,ok,6,0.6346215009689331,0.872912585735321
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01706960ms__f042674.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01706960ms__f042674.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01706960ms__f042674.jpg,ok,6,0.4175931513309479,0.856770932674408
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01707000ms__f042675.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01707000ms__f042675.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01707000ms__f042675.jpg,ok,6,0.4424307942390442,0.8503601551055908
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01713000ms__f042825.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01713000ms__f042825.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01713000ms__f042825.jpg,ok,6,0.6114766001701355,0.8800519108772278
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01713040ms__f042826.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01713040ms__f042826.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01713040ms__f042826.jpg,ok,6,0.5968660116195679,0.8805291056632996
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01717600ms__f042940.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01717600ms__f042940.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01717600ms__f042940.jpg,ok,6,0.41036438941955566,0.8885950446128845
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01722000ms__f043050.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01722000ms__f043050.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01722000ms__f043050.jpg,ok,4,0.5574277639389038,0.90677809715271
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01726720ms__f043168.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01726720ms__f043168.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01726720ms__f043168.jpg,ok,4,0.4860743582248688,0.861708402633667
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01728000ms__f043200.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01728000ms__f043200.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01728000ms__f043200.jpg,ok,6,0.4990791380405426,0.8687217235565186
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01728240ms__f043206.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01728240ms__f043206.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01728240ms__f043206.jpg,ok,6,0.48769888281822205,0.861803412437439
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01731000ms__f043275.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01731000ms__f043275.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01731000ms__f043275.jpg,ok,6,0.36016204953193665,0.8882046341896057
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01731280ms__f043282.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01731280ms__f043282.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01731280ms__f043282.jpg,ok,6,0.5710878968238831,0.8805487155914307
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01737000ms__f043425.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01737000ms__f043425.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01737000ms__f043425.jpg,ok,6,0.45993366837501526,0.8329736590385437
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01737360ms__f043434.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01737360ms__f043434.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01737360ms__f043434.jpg,ok,5,0.40628787875175476,0.7926081418991089
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01746000ms__f043650.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01746000ms__f043650.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01746000ms__f043650.jpg,ok,5,0.5441975593566895,0.7949788570404053
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01746480ms__f043662.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01746480ms__f043662.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01746480ms__f043662.jpg,ok,6,0.3586680293083191,0.8283804059028625
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01751040ms__f043776.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01751040ms__f043776.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01751040ms__f043776.jpg,ok,6,0.4752095341682434,0.8261591196060181
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01755000ms__f043875.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01755000ms__f043875.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01755000ms__f043875.jpg,ok,6,0.625912070274353,0.8391740918159485
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01757120ms__f043928.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01757120ms__f043928.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01757120ms__f043928.jpg,ok,6,0.42383456230163574,0.8571600317955017
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01758000ms__f043950.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01758000ms__f043950.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01758000ms__f043950.jpg,ok,6,0.4884018301963806,0.867636501789093
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01760160ms__f044004.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01760160ms__f044004.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01760160ms__f044004.jpg,ok,6,0.7131381630897522,0.8818573355674744
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01761000ms__f044025.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01761000ms__f044025.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01761000ms__f044025.jpg,ok,6,0.6862778067588806,0.8568790555000305
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01763200ms__f044080.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01763200ms__f044080.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01763200ms__f044080.jpg,ok,6,0.44267508387565613,0.86958247423172
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01764000ms__f044100.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01764000ms__f044100.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01764000ms__f044100.jpg,ok,6,0.5938667058944702,0.8613706827163696
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01769280ms__f044232.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01769280ms__f044232.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01769280ms__f044232.jpg,ok,7,0.4471227824687958,0.7957494258880615
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01770000ms__f044250.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01770000ms__f044250.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01770000ms__f044250.jpg,ok,7,0.37348341941833496,0.8089388012886047
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01770800ms__f044270.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01770800ms__f044270.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01770800ms__f044270.jpg,ok,7,0.3514149487018585,0.8116534948348999
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01772320ms__f044308.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01772320ms__f044308.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01772320ms__f044308.jpg,ok,6,0.6344617009162903,0.8220319747924805
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01773000ms__f044325.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01773000ms__f044325.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01773000ms__f044325.jpg,ok,6,0.557066798210144,0.7988863587379456
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01778400ms__f044460.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01778400ms__f044460.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01778400ms__f044460.jpg,ok,7,0.4067087173461914,0.8351873159408569
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01779000ms__f044475.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01779000ms__f044475.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01779000ms__f044475.jpg,ok,7,0.5019447803497314,0.8144828677177429
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01779920ms__f044498.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01779920ms__f044498.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01779920ms__f044498.jpg,ok,8,0.35452669858932495,0.8247701525688171
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01781440ms__f044536.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01781440ms__f044536.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01781440ms__f044536.jpg,ok,7,0.42100587487220764,0.8273873329162598
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01782000ms__f044550.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01782000ms__f044550.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01782000ms__f044550.jpg,ok,7,0.45780208706855774,0.8410029411315918
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01782960ms__f044574.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01782960ms__f044574.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01782960ms__f044574.jpg,ok,7,0.4952060282230377,0.8445156216621399
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01785000ms__f044625.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01785000ms__f044625.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01785000ms__f044625.jpg,ok,6,0.6209976673126221,0.8354495167732239
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01786000ms__f044650.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01786000ms__f044650.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01786000ms__f044650.jpg,ok,6,0.5971235632896423,0.8457728028297424
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01788000ms__f044700.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01788000ms__f044700.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01788000ms__f044700.jpg,ok,5,0.5665019750595093,0.7849506735801697
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_morning__t01789040ms__f044726.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_morning__t01789040ms__f044726.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_morning__t01789040ms__f044726.jpg,ok,6,0.3518417775630951,0.7823607325553894
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_night__t00000000ms__f000000.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_night__t00000000ms__f000000.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_night__t00000000ms__f000000.jpg,ok,0,,
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_night__t00003000ms__f000075.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_night__t00003000ms__f000075.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_night__t00003000ms__f000075.jpg,ok,0,,
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_night__t00006000ms__f000150.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_night__t00006000ms__f000150.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_night__t00006000ms__f000150.jpg,ok,0,,
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_night__t00009000ms__f000225.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_night__t00009000ms__f000225.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_night__t00009000ms__f000225.jpg,ok,0,,
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_night__t00012000ms__f000300.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_night__t00012000ms__f000300.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_night__t00012000ms__f000300.jpg,ok,0,,
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_night__t00015000ms__f000375.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_night__t00015000ms__f000375.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_night__t00015000ms__f000375.jpg,ok,0,,
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_night__t00018000ms__f000450.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_night__t00018000ms__f000450.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_night__t00018000ms__f000450.jpg,ok,0,,
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_night__t00021000ms__f000525.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_night__t00021000ms__f000525.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_night__t00021000ms__f000525.jpg,ok,0,,
